Student_ID,Country,Age,Gender,Education_Level,Field_of_Study,Platform_Used,Device_Used,Learning_Mode,Enrollment_Date,Daily_Learning_Hours,Quizzes_Attempted,Assignments_Submitted,Course_Completion_Rate(%),Satisfaction_Score(1-5)
233,China,37,Other,Undergraduate,Data Science,YouTube Learning,Laptop,Instructor-Led,2023-12-13,3.42,0,9,31.43,2
234,UAE,22,Other,Professional,Engineering,Khan Academy,Tablet,Self-Paced,2023-11-12,5.23,2,1,74.93,2
235,South Africa,33,Other,High School,Data Science,edX,Laptop,Hybrid,2023-05-07,0.96,17,9,42.16,5
236,UAE,30,Female,Professional,Computer Science,Udemy,Desktop,Hybrid,2023-11-07,4.61,9,10,60.76,1
237,Canada,39,Other,Professional,Engineering,Udacity,Laptop,Instructor-Led,2023-11-01,5.39,0,5,25.68,3
238,USA,40,Other,Postgraduate,Data Science,YouTube Learning,Desktop,Instructor-Led,2023-02-07,0.87,8,3,21.34,1
239,France,20,Female,High School,Medicine,Udemy,Laptop,Hybrid,2023-12-26,4.02,17,9,52.18,2
240,France,42,Other,Undergraduate,Computer Science,Udemy,Mobile,Instructor-Led,2023-06-17,3.99,20,10,51.26,1
241,UK,15,Other,Undergraduate,Data Science,Coursera,Laptop,Instructor-Led,2023-03-01,3.85,9,10,56.27,2
242,Canada,32,Other,High School,Computer Science,edX,Desktop,Instructor-Led,2023-06-27,4.81,8,2,61.84,3
243,China,44,Other,Postgraduate,Computer Science,Khan Academy,Laptop,Instructor-Led,2023-09-26,4.42,18,10,25.11,1
244,Germany,47,Male,High School,Computer Science,Udemy,Mobile,Instructor-Led,2023-03-22,1.07,18,10,40.41,1
245,Germany,35,Male,Professional,Data Science,edX,Tablet,Self-Paced,2023-07-06,1.33,1,8,50.64,4
246,UAE,48,Male,Professional,Computer Science,Khan Academy,Tablet,Instructor-Led,2023-10-20,3.26,1,2,49.82,2
247,Australia,34,Other,Undergraduate,Arts,edX,Desktop,Self-Paced,2023-06-17,3.01,11,3,26.91,3
248,Germany,49,Female,High School,Engineering,Coursera,Desktop,Hybrid,2023-10-07,1.85,0,6,80.84,1
249,USA,24,Other,Postgraduate,Computer Science,Coursera,Laptop,Hybrid,2023-06-07,3.41,7,6,28.32,4
250,Japan,23,Other,Professional,Computer Science,Udacity,Mobile,Instructor-Led,2023-07-31,2.55,2,9,76.07,1
251,South Africa,35,Female,Professional,Engineering,Udemy,Mobile,Self-Paced,2023-12-06,1.8,8,5,97.14,4
252,China,44,Female,Professional,Computer Science,Udacity,Tablet,Self-Paced,2023-03-11,3.72,4,1,82.39,2
253,UAE,34,Other,High School,Business,edX,Laptop,Self-Paced,2023-08-20,1.96,3,1,44.66,2
254,France,26,Male,Professional,Arts,Udacity,Laptop,Self-Paced,2023-12-31,2.46,16,0,39.86,3
255,UAE,29,Male,Undergraduate,Arts,edX,Mobile,Hybrid,2023-08-25,4.87,3,0,28.15,1
256,Brazil,43,Male,High School,Engineering,Coursera,Mobile,Instructor-Led,2023-10-28,4.97,0,1,40.71,2
257,Pakistan,42,Male,Postgraduate,Business,Udemy,Tablet,Instructor-Led,2023-01-26,3.66,12,7,33.44,1
258,Brazil,33,Female,Professional,Medicine,Khan Academy,Mobile,Self-Paced,2023-08-17,0.69,19,9,90.67,2
259,Brazil,49,Male,Professional,Data Science,edX,Desktop,Hybrid,2023-05-24,2.81,20,8,50.64,2
260,Canada,16,Female,Undergraduate,Computer Science,edX,Mobile,Instructor-Led,2023-09-06,3.61,10,6,47.52,3
261,Germany,30,Female,High School,Business,Udacity,Desktop,Instructor-Led,2023-09-29,3.71,7,2,48.59,1
262,South Africa,37,Other,Undergraduate,Medicine,Udemy,Desktop,Hybrid,2023-03-30,3.76,11,9,34.09,1
263,Germany,16,Other,Professional,Computer Science,edX,Laptop,Self-Paced,2023-06-08,0.71,1,3,34.04,5
264,Canada,24,Male,Postgraduate,Computer Science,edX,Desktop,Hybrid,2023-06-24,5.55,10,0,77.36,1
265,Brazil,35,Male,Postgraduate,Business,YouTube Learning,Laptop,Instructor-Led,2023-02-21,2.27,5,6,46.92,4
266,Pakistan,17,Male,Postgraduate,Medicine,Udemy,Mobile,Instructor-Led,2023-06-07,2.12,5,0,78.72,5
267,Brazil,20,Other,Postgraduate,Arts,Coursera,Tablet,Self-Paced,2023-03-14,0.93,11,5,46.49,2
268,Pakistan,43,Other,Professional,Business,Khan Academy,Desktop,Instructor-Led,2023-05-08,2.43,3,0,75.45,1
269,Canada,43,Male,High School,Engineering,Coursera,Tablet,Instructor-Led,2023-06-29,1.06,15,9,63.68,2
270,Japan,20,Female,Professional,Data Science,Coursera,Desktop,Hybrid,2023-02-23,1.44,12,2,25.94,1
271,Germany,27,Female,Postgraduate,Data Science,edX,Tablet,Self-Paced,2023-03-26,2.89,1,1,68.59,3
272,India,15,Female,High School,Engineering,YouTube Learning,Desktop,Self-Paced,2023-02-19,3.64,15,2,23.97,1
273,UK,34,Female,Professional,Arts,YouTube Learning,Tablet,Self-Paced,2023-02-19,1.44,9,1,22.06,4
274,China,17,Female,Professional,Arts,edX,Laptop,Instructor-Led,2023-11-25,1.52,12,5,63.53,2
275,UAE,49,Female,Undergraduate,Medicine,Coursera,Desktop,Hybrid,2023-10-16,4.64,3,1,24.93,3
276,China,34,Male,Professional,Data Science,Coursera,Laptop,Self-Paced,2023-08-03,4.28,15,9,97.25,2
277,USA,42,Male,Professional,Business,YouTube Learning,Laptop,Hybrid,2023-08-18,5.91,6,3,33.83,2
278,Japan,40,Other,Postgraduate,Engineering,Udacity,Desktop,Self-Paced,2023-05-13,4.5,2,1,45.58,4
279,Canada,24,Other,High School,Computer Science,Udacity,Mobile,Instructor-Led,2023-12-25,3.37,13,1,69.84,4
280,Australia,45,Male,Undergraduate,Engineering,Khan Academy,Laptop,Hybrid,2023-10-02,5.33,8,6,90.41,4
281,USA,45,Female,Postgraduate,Computer Science,edX,Tablet,Instructor-Led,2023-11-08,2.71,12,5,74.47,2
282,France,43,Female,Postgraduate,Data Science,Khan Academy,Mobile,Self-Paced,2023-05-24,5.22,3,3,87.43,2
283,USA,47,Male,High School,Engineering,YouTube Learning,Desktop,Self-Paced,2023-08-15,5.03,15,8,36.91,3
284,Germany,17,Female,High School,Engineering,YouTube Learning,Laptop,Instructor-Led,2023-09-26,0.66,6,3,90.35,1
285,Germany,38,Female,Professional,Business,Khan Academy,Tablet,Instructor-Led,2023-07-08,3.28,20,1,85.88,1
286,Pakistan,18,Male,Undergraduate,Business,YouTube Learning,Laptop,Hybrid,2023-03-25,1.92,2,4,87.01,1
287,China,23,Other,Undergraduate,Medicine,Coursera,Laptop,Instructor-Led,2023-04-16,2.75,0,10,41.53,1
288,Pakistan,37,Female,Postgraduate,Business,Khan Academy,Tablet,Hybrid,2023-11-08,2.18,20,4,84.41,4
289,Brazil,38,Other,Postgraduate,Engineering,YouTube Learning,Mobile,Instructor-Led,2023-09-24,2.68,3,0,85.94,5
290,Brazil,34,Male,Undergraduate,Medicine,Udemy,Mobile,Hybrid,2023-02-02,2.02,10,4,46.9,3
291,France,31,Female,Professional,Arts,YouTube Learning,Mobile,Hybrid,2023-07-26,4.24,0,10,72.84,4
292,Brazil,45,Other,Postgraduate,Medicine,edX,Laptop,Hybrid,2023-12-29,4.99,10,3,99.58,5
293,UAE,26,Other,Postgraduate,Data Science,Coursera,Laptop,Instructor-Led,2023-10-13,1.04,4,4,34.49,5
294,Australia,33,Female,High School,Arts,Coursera,Mobile,Instructor-Led,2023-04-25,2.19,10,5,79.54,3
295,Pakistan,18,Male,Undergraduate,Business,edX,Desktop,Hybrid,2023-04-10,5.27,12,8,60.04,3
296,India,26,Female,High School,Computer Science,Khan Academy,Tablet,Self-Paced,2023-08-23,5.24,5,1,31.46,4
297,Pakistan,42,Female,Professional,Arts,Khan Academy,Mobile,Self-Paced,2023-03-28,1.37,2,2,66.1,5
298,Germany,16,Other,High School,Data Science,YouTube Learning,Laptop,Self-Paced,2023-10-01,2.55,0,5,35.95,5
299,Australia,34,Male,High School,Computer Science,edX,Tablet,Instructor-Led,2023-12-22,2.22,3,6,90.16,5
300,India,27,Male,Professional,Computer Science,Udemy,Laptop,Hybrid,2023-09-24,2.36,4,5,67.71,4
301,India,17,Female,Postgraduate,Medicine,Udacity,Mobile,Hybrid,2023-03-09,0.62,16,2,36.9,1
302,Pakistan,43,Female,High School,Medicine,edX,Desktop,Hybrid,2023-01-25,4.09,0,0,72.96,1
303,Brazil,21,Other,Postgraduate,Medicine,Udacity,Laptop,Instructor-Led,2023-03-20,4.27,0,4,36.44,4
304,China,27,Other,Undergraduate,Engineering,Udacity,Laptop,Instructor-Led,2023-02-23,3.9,9,1,60.93,1
305,South Africa,45,Female,Undergraduate,Computer Science,Coursera,Mobile,Self-Paced,2023-12-27,1.38,17,7,52.78,2
306,South Africa,21,Female,Undergraduate,Arts,edX,Tablet,Instructor-Led,2023-10-21,1.32,2,8,73.52,1
307,UAE,35,Female,High School,Computer Science,Coursera,Mobile,Self-Paced,2023-01-26,1.46,1,4,27.98,3
308,South Africa,20,Female,Postgraduate,Business,Coursera,Desktop,Instructor-Led,2023-12-06,2.31,14,9,71.78,3
309,UK,23,Other,High School,Business,Coursera,Desktop,Hybrid,2023-08-22,2.62,15,6,41.75,2
310,UAE,37,Other,High School,Data Science,YouTube Learning,Laptop,Instructor-Led,2023-09-05,4.23,5,9,84.18,4
311,Brazil,35,Male,Undergraduate,Data Science,edX,Mobile,Instructor-Led,2023-09-07,2.76,1,1,29.03,3
312,Japan,18,Male,Undergraduate,Medicine,Khan Academy,Desktop,Self-Paced,2023-12-05,3.15,20,6,78.13,2
313,Japan,29,Other,Professional,Arts,Udemy,Mobile,Instructor-Led,2023-02-08,2.26,10,4,80.11,1
314,UK,46,Other,High School,Computer Science,Khan Academy,Desktop,Self-Paced,2023-08-16,2.96,15,7,84.1,3
315,Japan,50,Male,Professional,Engineering,edX,Mobile,Self-Paced,2023-10-13,5.04,19,9,63.93,3
316,South Africa,43,Male,High School,Data Science,Udemy,Mobile,Instructor-Led,2023-08-21,4.72,19,7,46.56,3
317,India,21,Male,Undergraduate,Arts,Udemy,Desktop,Self-Paced,2023-07-01,5.8,9,8,86.39,5
318,UAE,27,Other,Postgraduate,Computer Science,Khan Academy,Mobile,Hybrid,2023-05-11,1.53,12,3,68.87,4
319,Japan,23,Female,High School,Medicine,YouTube Learning,Mobile,Hybrid,2023-12-11,4.75,14,7,67.1,5
320,Canada,23,Male,Professional,Data Science,Udacity,Tablet,Hybrid,2023-08-10,3.16,16,2,87.11,5
321,India,33,Female,Undergraduate,Business,Khan Academy,Tablet,Hybrid,2023-07-16,3.85,7,4,53.49,4
322,Germany,28,Other,Postgraduate,Data Science,edX,Laptop,Hybrid,2023-10-08,4.42,17,10,88.86,2
323,South Africa,22,Female,Professional,Medicine,Udacity,Desktop,Hybrid,2023-11-29,1.48,17,10,98.01,3
324,USA,39,Male,High School,Data Science,Coursera,Laptop,Instructor-Led,2023-10-01,5.16,0,8,42.87,1
325,Germany,49,Male,Postgraduate,Arts,Coursera,Laptop,Hybrid,2023-03-24,4.26,4,0,98.68,3
326,Pakistan,39,Female,Postgraduate,Medicine,Coursera,Mobile,Hybrid,2023-11-28,1.81,9,10,64.9,1
327,UAE,49,Other,Undergraduate,Data Science,Udemy,Tablet,Instructor-Led,2023-05-09,5.28,14,3,36.25,3
328,Pakistan,17,Female,Postgraduate,Medicine,edX,Laptop,Self-Paced,2023-04-01,0.91,5,8,98.68,1
329,Canada,35,Other,High School,Data Science,Udacity,Tablet,Instructor-Led,2023-10-27,0.53,14,2,87.68,1
330,Canada,48,Male,Undergraduate,Arts,Udacity,Desktop,Self-Paced,2023-10-21,0.9,10,8,64.01,2
331,France,28,Other,Professional,Medicine,YouTube Learning,Mobile,Self-Paced,2023-06-28,1.67,10,5,37.7,3
332,Germany,17,Other,Postgraduate,Arts,Coursera,Desktop,Instructor-Led,2023-12-09,1.82,20,9,47.68,5
333,UAE,47,Female,Professional,Computer Science,edX,Laptop,Instructor-Led,2023-10-04,0.64,16,5,77.92,5
334,Brazil,19,Male,Undergraduate,Data Science,Khan Academy,Mobile,Self-Paced,2023-09-21,1.03,17,8,26.59,1
335,South Africa,24,Male,Professional,Data Science,edX,Mobile,Self-Paced,2023-10-03,5.33,13,10,86.3,1
336,Germany,31,Female,Professional,Arts,YouTube Learning,Desktop,Instructor-Led,2023-02-07,4.87,17,1,24.34,5
337,UK,17,Other,High School,Engineering,Udacity,Mobile,Instructor-Led,2023-06-11,4.2,17,0,21.35,5
338,Brazil,16,Female,Undergraduate,Medicine,Udemy,Laptop,Hybrid,2023-12-18,0.98,14,6,44.11,4
339,France,38,Male,Undergraduate,Computer Science,Coursera,Mobile,Hybrid,2023-07-20,5.17,9,10,83.74,2
340,South Africa,37,Male,Professional,Data Science,Udacity,Laptop,Self-Paced,2023-11-02,3.51,2,4,51.53,2
341,Brazil,18,Other,Professional,Data Science,Udacity,Mobile,Instructor-Led,2023-04-05,5.09,6,1,37.66,2
342,India,23,Other,Undergraduate,Computer Science,edX,Mobile,Self-Paced,2023-12-10,1.04,18,7,25.39,3
343,Australia,38,Female,Professional,Business,Coursera,Tablet,Self-Paced,2023-06-12,2.31,9,9,58.87,2
344,Brazil,36,Female,Professional,Arts,edX,Tablet,Instructor-Led,2023-04-24,4.02,8,5,76.98,2
345,Japan,27,Female,High School,Data Science,Coursera,Mobile,Hybrid,2023-10-10,4.05,2,4,28.71,2
346,USA,50,Female,Professional,Data Science,Udemy,Tablet,Instructor-Led,2023-11-20,3.7,12,9,22.5,2
347,Japan,47,Male,Professional,Engineering,Udacity,Mobile,Hybrid,2023-04-25,3.74,9,2,91.32,4
348,UAE,47,Male,Professional,Business,Udemy,Laptop,Hybrid,2023-05-03,4.94,19,10,87.84,2
349,France,38,Male,High School,Data Science,Udemy,Tablet,Instructor-Led,2023-09-05,0.72,15,3,95.13,1
350,UK,48,Other,Postgraduate,Data Science,edX,Laptop,Instructor-Led,2023-08-29,5.35,1,10,93.43,3
351,Pakistan,29,Other,Professional,Engineering,edX,Desktop,Instructor-Led,2023-12-01,3.73,2,8,50.28,3
352,UK,47,Other,Postgraduate,Business,Udemy,Laptop,Self-Paced,2023-11-06,5.35,14,2,20.53,2
353,South Africa,22,Female,Professional,Arts,Udemy,Laptop,Hybrid,2023-07-05,4.99,7,6,68.16,3
354,Canada,47,Male,Undergraduate,Computer Science,Udemy,Tablet,Self-Paced,2023-07-30,0.74,18,9,21.8,2
355,South Africa,33,Male,Undergraduate,Arts,Udacity,Desktop,Instructor-Led,2023-09-22,3.8,18,10,96.66,1
356,Australia,47,Female,Undergraduate,Data Science,YouTube Learning,Tablet,Instructor-Led,2023-03-29,2.76,4,9,37.55,2
357,USA,27,Other,Professional,Business,Udacity,Mobile,Self-Paced,2023-11-02,1.76,12,2,67.25,1
358,UK,45,Other,Undergraduate,Medicine,Udacity,Mobile,Hybrid,2023-09-01,3.8,17,8,92.13,1
359,Germany,45,Female,Postgraduate,Medicine,YouTube Learning,Mobile,Instructor-Led,2023-11-29,2.81,1,8,54.52,4
360,Japan,41,Female,Undergraduate,Computer Science,YouTube Learning,Mobile,Hybrid,2023-03-10,4.71,2,4,40.36,5
361,Pakistan,38,Male,Undergraduate,Arts,YouTube Learning,Tablet,Instructor-Led,2023-09-25,0.54,20,3,29.43,3
362,UAE,28,Female,Professional,Business,edX,Desktop,Instructor-Led,2023-10-02,2.51,8,10,53.88,4
363,South Africa,29,Female,Undergraduate,Computer Science,Udemy,Desktop,Instructor-Led,2023-06-07,4.76,12,2,66.21,1
364,Brazil,15,Male,Undergraduate,Arts,Udacity,Desktop,Self-Paced,2023-10-09,4.27,1,2,69.12,4
365,Pakistan,48,Female,High School,Business,YouTube Learning,Desktop,Instructor-Led,2023-02-02,2.54,19,0,41.05,4
366,USA,47,Other,Undergraduate,Medicine,Udemy,Mobile,Instructor-Led,2023-01-06,4.11,16,4,36.14,2
367,India,40,Female,Undergraduate,Medicine,Coursera,Mobile,Self-Paced,2023-05-03,5.87,2,4,72.4,4
368,France,29,Other,Undergraduate,Arts,Khan Academy,Mobile,Instructor-Led,2023-10-09,5.06,18,5,42.76,3
369,India,22,Other,Postgraduate,Medicine,Udacity,Tablet,Hybrid,2023-03-31,1.09,2,8,52.57,3
370,Brazil,44,Other,High School,Arts,Coursera,Tablet,Self-Paced,2023-08-15,3.6,7,5,97.28,4
371,India,48,Other,High School,Data Science,edX,Laptop,Instructor-Led,2023-07-15,5.97,7,5,70.69,4
372,Canada,45,Female,Postgraduate,Business,Udacity,Tablet,Self-Paced,2023-02-17,4.62,10,1,51.91,5
373,France,28,Male,Undergraduate,Business,Udacity,Tablet,Self-Paced,2023-12-16,1.55,6,3,94.42,2
374,UAE,49,Male,Professional,Engineering,Udacity,Tablet,Instructor-Led,2023-02-24,0.93,15,9,29.59,1
375,Germany,23,Male,Professional,Arts,Udacity,Mobile,Hybrid,2023-10-22,3.2,16,4,89.5,4
376,South Africa,48,Female,Postgraduate,Data Science,Coursera,Mobile,Hybrid,2023-06-27,4.27,5,7,51.5,1
377,Canada,50,Female,Undergraduate,Engineering,Khan Academy,Tablet,Instructor-Led,2023-04-18,1.05,11,9,50.35,3
378,France,43,Male,Undergraduate,Medicine,YouTube Learning,Laptop,Self-Paced,2023-04-05,1.66,11,5,59.9,4
379,UAE,24,Female,High School,Business,Khan Academy,Desktop,Self-Paced,2023-05-19,3.55,12,3,84.33,2
380,Japan,18,Female,High School,Data Science,Udemy,Mobile,Self-Paced,2023-11-19,4.46,15,4,61.36,3
381,India,38,Other,Postgraduate,Engineering,Coursera,Desktop,Self-Paced,2023-05-11,3.96,14,5,58.12,3
382,Brazil,49,Male,Postgraduate,Engineering,edX,Desktop,Hybrid,2023-06-29,5.8,6,9,89.39,5
383,Canada,36,Female,Professional,Computer Science,Coursera,Laptop,Instructor-Led,2023-08-17,2.6,9,7,91.17,2
384,France,43,Female,Professional,Arts,Udemy,Laptop,Self-Paced,2023-04-27,4.09,8,9,45.08,4
385,Pakistan,21,Male,High School,Arts,Udacity,Mobile,Self-Paced,2023-03-06,4.14,2,3,78.22,2
386,Canada,20,Other,Professional,Engineering,Udemy,Laptop,Hybrid,2023-07-23,5.98,3,4,61.92,5
387,USA,37,Female,Professional,Arts,Udacity,Tablet,Hybrid,2023-05-26,1.2,16,2,55.45,1
388,Australia,44,Other,Professional,Medicine,YouTube Learning,Tablet,Instructor-Led,2023-08-16,5.72,17,2,30.81,5
389,Pakistan,31,Male,Postgraduate,Computer Science,Coursera,Laptop,Instructor-Led,2023-09-04,4.93,14,4,63.17,3
390,USA,42,Female,Undergraduate,Computer Science,Udacity,Tablet,Self-Paced,2023-05-27,0.55,15,7,57.54,3
391,Pakistan,29,Female,High School,Arts,YouTube Learning,Laptop,Hybrid,2023-07-30,2.9,7,2,90.57,4
392,UAE,32,Female,Undergraduate,Computer Science,Udemy,Laptop,Instructor-Led,2023-11-10,4.27,9,10,84.61,5
393,Germany,35,Male,Undergraduate,Computer Science,Udacity,Mobile,Self-Paced,2023-02-26,3.9,8,9,70.95,4
394,UK,24,Male,Professional,Business,edX,Desktop,Instructor-Led,2023-02-22,1.19,14,0,42.57,2
395,UAE,24,Male,Postgraduate,Arts,Coursera,Desktop,Self-Paced,2023-09-13,3.05,1,5,99.84,1
396,UAE,30,Female,Professional,Business,YouTube Learning,Mobile,Self-Paced,2023-04-09,1.88,12,0,91.66,1
397,Brazil,34,Female,Undergraduate,Data Science,YouTube Learning,Mobile,Hybrid,2023-08-24,1.02,6,7,78.83,4
398,India,18,Other,Undergraduate,Computer Science,Udemy,Desktop,Instructor-Led,2023-10-09,1.89,20,4,61.67,2
399,USA,17,Other,Professional,Data Science,Udacity,Laptop,Instructor-Led,2023-01-08,2.02,3,6,33.39,2
400,USA,37,Other,Undergraduate,Data Science,Udacity,Mobile,Self-Paced,2023-02-15,3.25,19,5,39.9,1
401,South Africa,27,Male,Professional,Engineering,YouTube Learning,Laptop,Instructor-Led,2023-09-07,5.9,20,5,38.61,4
402,Germany,26,Other,Postgraduate,Engineering,YouTube Learning,Desktop,Instructor-Led,2023-01-21,2.91,9,8,58.82,4
403,China,33,Female,Postgraduate,Arts,Coursera,Desktop,Hybrid,2023-11-03,3.55,2,8,93.16,2
404,India,19,Other,Professional,Business,Udacity,Desktop,Hybrid,2023-04-05,3.91,11,9,90.63,2
405,UK,48,Other,High School,Computer Science,Udemy,Laptop,Self-Paced,2023-03-20,2.27,20,5,69.04,1
406,Brazil,46,Other,Postgraduate,Computer Science,edX,Laptop,Hybrid,2023-04-14,1.55,1,9,28.56,4
407,China,18,Female,Professional,Engineering,YouTube Learning,Mobile,Hybrid,2023-02-06,5.57,20,7,21.05,1
408,Japan,21,Male,Undergraduate,Medicine,Khan Academy,Laptop,Self-Paced,2023-05-17,4.54,9,1,62.32,2
409,Pakistan,21,Other,Postgraduate,Data Science,Khan Academy,Desktop,Self-Paced,2023-09-27,3.64,5,8,72.55,5
410,Japan,43,Female,Postgraduate,Medicine,edX,Tablet,Instructor-Led,2023-03-27,3.52,16,5,83.4,2
411,Japan,28,Female,Postgraduate,Engineering,Khan Academy,Desktop,Instructor-Led,2023-11-21,4.49,19,3,54.45,5
412,Canada,34,Male,Postgraduate,Business,Udemy,Tablet,Self-Paced,2023-01-01,5.91,19,0,78.11,5
413,Australia,24,Male,High School,Arts,edX,Laptop,Self-Paced,2023-12-20,5.56,16,8,85.79,5
414,UK,40,Other,Undergraduate,Data Science,Coursera,Tablet,Instructor-Led,2023-05-16,3.7,7,4,49.37,3
415,Brazil,34,Male,Professional,Computer Science,Coursera,Tablet,Instructor-Led,2023-03-30,5.44,18,1,59.06,5
416,USA,39,Male,Postgraduate,Medicine,Coursera,Tablet,Hybrid,2023-08-11,5.27,7,10,53.32,5
417,Brazil,40,Female,High School,Business,Khan Academy,Tablet,Instructor-Led,2023-10-17,3.26,7,2,31.97,1
418,Pakistan,31,Male,Professional,Medicine,Khan Academy,Laptop,Self-Paced,2023-03-17,0.95,18,0,30.58,5
419,Japan,48,Male,Undergraduate,Computer Science,edX,Desktop,Instructor-Led,2023-09-04,3.18,20,9,64.74,2
420,India,27,Female,Postgraduate,Medicine,YouTube Learning,Mobile,Instructor-Led,2023-12-17,0.99,13,6,93.93,3
421,China,17,Male,Undergraduate,Data Science,edX,Laptop,Hybrid,2023-03-28,3.89,14,9,99.01,2
422,USA,36,Other,High School,Engineering,Khan Academy,Desktop,Self-Paced,2023-02-13,0.8,19,2,28.99,3
423,UAE,31,Other,Professional,Medicine,YouTube Learning,Laptop,Hybrid,2023-06-19,3.46,6,8,36.72,5
424,Canada,18,Female,Undergraduate,Data Science,Udacity,Tablet,Self-Paced,2023-12-24,2.57,16,0,73.46,3
425,Brazil,38,Male,High School,Engineering,YouTube Learning,Desktop,Self-Paced,2023-08-27,0.55,12,10,72.38,3
426,Japan,20,Male,Undergraduate,Medicine,Khan Academy,Mobile,Self-Paced,2023-07-14,4.4,10,7,60.68,5
427,USA,37,Other,Postgraduate,Engineering,YouTube Learning,Tablet,Self-Paced,2023-05-07,2.18,15,6,93.78,2
428,Japan,32,Male,Undergraduate,Engineering,Khan Academy,Laptop,Self-Paced,2023-09-14,0.84,8,6,42.07,1
429,Pakistan,30,Other,Undergraduate,Arts,edX,Tablet,Instructor-Led,2023-07-15,4.23,20,10,61.66,2
430,Canada,34,Other,Undergraduate,Arts,Udemy,Laptop,Instructor-Led,2023-10-05,4.09,18,8,30.54,2
431,Canada,16,Female,Professional,Arts,edX,Desktop,Hybrid,2023-02-04,5.72,3,2,64.59,3
432,Canada,16,Other,Postgraduate,Medicine,Udacity,Laptop,Hybrid,2023-11-23,2.01,6,1,94.66,2
433,Japan,45,Other,Postgraduate,Business,Khan Academy,Desktop,Instructor-Led,2023-04-29,0.64,2,7,38.47,2
434,Pakistan,29,Other,Undergraduate,Business,Coursera,Laptop,Instructor-Led,2023-03-12,1.74,13,0,33.1,3
435,Pakistan,17,Other,Professional,Data Science,edX,Desktop,Hybrid,2023-11-12,2.29,14,3,59.2,4
436,China,44,Male,Undergraduate,Medicine,Udacity,Desktop,Hybrid,2023-10-20,3.39,1,8,67.5,1
437,France,43,Female,Postgraduate,Engineering,Khan Academy,Laptop,Instructor-Led,2023-01-21,3.34,20,0,64.62,2
438,Brazil,43,Male,High School,Business,Udacity,Laptop,Instructor-Led,2023-05-31,0.8,16,2,69.05,4
439,China,20,Female,Postgraduate,Data Science,YouTube Learning,Laptop,Hybrid,2023-07-31,0.64,14,9,45.88,2
440,Japan,39,Other,Undergraduate,Arts,Udacity,Desktop,Self-Paced,2023-03-05,4.38,20,5,27.3,1
441,Canada,18,Female,Postgraduate,Engineering,YouTube Learning,Desktop,Instructor-Led,2023-03-29,3.61,4,2,92.98,2
442,UAE,31,Male,Professional,Arts,Khan Academy,Mobile,Hybrid,2023-11-17,5.44,6,0,34.46,5
443,China,20,Other,High School,Business,Udacity,Tablet,Hybrid,2023-09-10,3.74,15,7,39.03,4
444,USA,37,Male,Undergraduate,Computer Science,YouTube Learning,Tablet,Instructor-Led,2023-11-18,5.04,1,2,64.6,2
445,Australia,50,Male,Professional,Data Science,Udacity,Tablet,Self-Paced,2023-02-14,2.79,5,2,23.92,3
446,Japan,19,Female,Professional,Business,Coursera,Tablet,Instructor-Led,2023-02-17,2.28,12,1,81.48,4
447,UK,48,Male,Professional,Data Science,YouTube Learning,Tablet,Instructor-Led,2023-09-27,1.65,6,9,53.1,1
448,Canada,46,Other,Professional,Arts,Udemy,Laptop,Hybrid,2023-11-08,1.93,18,9,87.82,3
449,South Africa,28,Other,Professional,Arts,Coursera,Tablet,Instructor-Led,2023-05-29,0.51,0,7,98.34,1
450,France,19,Female,Postgraduate,Medicine,Udacity,Tablet,Self-Paced,2023-10-14,1.67,20,3,84.48,3
451,Canada,27,Female,Postgraduate,Data Science,Khan Academy,Desktop,Self-Paced,2023-02-28,2.38,18,9,74.87,1
452,China,41,Other,High School,Medicine,edX,Tablet,Hybrid,2023-11-27,1.35,14,8,30.86,3
453,Canada,32,Male,Postgraduate,Arts,YouTube Learning,Laptop,Hybrid,2023-10-02,3.68,10,5,21.5,1
454,France,41,Male,Professional,Business,edX,Desktop,Instructor-Led,2023-11-07,3.77,9,5,51.17,1
455,UK,43,Other,High School,Arts,Udacity,Laptop,Self-Paced,2023-04-21,1.46,11,0,62.01,2
456,Canada,21,Other,Undergraduate,Business,YouTube Learning,Mobile,Instructor-Led,2023-06-24,4.53,16,4,93.89,3
457,Brazil,20,Female,Professional,Computer Science,Coursera,Tablet,Self-Paced,2023-07-18,3.37,0,4,77.09,1
458,Germany,33,Female,Postgraduate,Arts,YouTube Learning,Mobile,Instructor-Led,2023-10-23,4.01,6,5,80.68,2
459,UK,28,Other,Postgraduate,Medicine,edX,Tablet,Self-Paced,2023-03-18,1.13,19,8,32.6,5
460,Australia,36,Other,Professional,Computer Science,Udemy,Mobile,Instructor-Led,2023-12-27,3.66,5,1,84.32,3
461,Canada,43,Other,Postgraduate,Engineering,edX,Laptop,Hybrid,2023-12-12,2.61,2,6,24.04,4
462,UK,44,Male,Professional,Engineering,YouTube Learning,Desktop,Instructor-Led,2023-12-10,0.93,14,9,84.74,2
463,Pakistan,26,Other,Postgraduate,Engineering,Khan Academy,Desktop,Self-Paced,2023-04-29,1.29,19,4,95.8,3
464,UAE,37,Other,Undergraduate,Medicine,Coursera,Desktop,Hybrid,2023-02-03,2.43,14,2,58.03,3
465,Pakistan,41,Male,Undergraduate,Medicine,Udemy,Desktop,Instructor-Led,2023-02-24,4.07,9,8,46.07,4
